good_id,name,value
914899343,Особенности массажного аппарата,"Работает в автомобиле, Ручные программы, Таймер"
914899343,Материал корпуса,"ABS пластик, Металл"
914899343,Количество программ/режимов,6
914899343,Вид питания,"Встроенный аккумулятор, От порта USB"
914899343,"Напряжение, В",5
914899343,Упаковка,Коробка
914899343,Комплектация,антистресс EMS провод для зарядки USB-C коробка
914899343,Страна-изготовитель,Китай
914899343,Гарантийный срок,12 мес
914899343,"Вид массажа
","Акупунктурный, Импульсный, Миостимулирующий, Оздоровительный, Расслабляющий"
2240897060,Артикул,2240897060
2240897060,Тип,Миостимулятор
2240897060,Бренд,Yamaguchi
2240897060,Цвет,Белый Серый Красный
2240897060,Зоны массажа,Тело
2240897060,Особенности массажного аппарата,"Работает в автомобиле, Ручные программы, Таймер, Русификация"
2240897060,"Максимальный рост пользователя, см",230
2240897060,Материал корпуса,ABS пластик
2240897060,Количество программ/режимов,2
2240897060,Вид питания,Встроенный аккумулятор
2240897060,"Фактический размер товара, см","19×15,5×0,2"
2240897060,Упаковка,Картонная коробка
2240897060,Страна-изготовитель,Китай
2240897060,Гарантийный срок,1 год
2240897060,"Вид массажа
","Миостимулирующий, Антицеллюлитный, Импульсный, Лимфодренажный, Вибрационный, Расслабляющий"
2240897060,Комплектация,Миостимулятор для мужчин и женщин Yamaguchi ABS Trainer MIO USB шнур Руководство пользователя
1695277972,Артикул,1695277972
1695277972,Тип,Миостимулятор
1695277972,Цвет,Белый
1695277972,Вид массажа,"Акупунктурный, Антицеллюлитный, Вибрационный, Импульсный"
1695277972,Зоны массажа,"Ноги, Плечи, Поясница, Руки, Спина, Шея"
1695277972,Особенности массажного аппарата,Ручные программы
1695277972,"Максимальный рост пользователя, см",185
1695277972,Материал корпуса,ABS пластик
1695277972,Количество программ/режимов,15
1695277972,Вид питания,"Встроенный аккумулятор, Сменная батарея"
1695277972,"Мощность массажера, Вт",60
1695277972,"Напряжение, В",1.5
1695277972,"Фактический размер товара, см",7*2*15
1695277972,Упаковка,Картонная коробка
1695277972,Страна-изготовитель,Китай
1695277972,Гарантийный срок,30 дней
1695277972,Комплектация,"Прибор для терапии, 2 насадки, провод для насадок, адаптер для розетки, провод USB-адаптер, 3 батарейки ААА. Инструкция на русском языке."
1692186571,Артикул,1692186571
1692186571,Тип,Миостимулятор
1692186571,Цвет,Красный
1692186571,Зоны массажа,"Лицо, Плечи, Шея"
1692186571,Особенности массажного аппарата,"Подогрев, Ручные программы"
1692186571,"Максимальный рост пользователя, см",230
1692186571,Материал корпуса,ABS пластик
1692186571,Количество программ/режимов,7
1692186571,Вид питания,От порта USB
1692186571,"Мощность массажера, Вт",5
1692186571,"Напряжение, В",3
1692186571,"Фактический размер товара, см",15х6
1692186571,Упаковка,Картонная коробка
1692186571,Комплектация,миостимулятор-подвеска USB зарядка
1692186571,Страна-изготовитель,Китай
1692186571,Гарантийный срок,14 дней
1692186571,"Вид массажа
","Импульсный, Комбинированный, Лимфодренажный, Миостимулирующий"
1754158461,Артикул,1754158461
1754158461,Тип,Миостимулятор
1754158461,Цвет,Белый
1754158461,Зоны массажа,"Ноги, Поясница, Руки, Спина, Шея, Ягодицы"
1754158461,Материал корпуса,ABS пластик
1754158461,Количество программ/режимов,6
1754158461,Вид питания,"От сети 220В, Встроенный аккумулятор"
1754158461,Упаковка,"Картонная коробка, Конверт"
1754158461,Страна-изготовитель,Китай
1754158461,Гарантийный срок,180 дней
1754158461,"Вид массажа
","Вибрационный, Импульсный, Миостимулирующий, Разминание, Лимфодренажный, Расслабляющий"
1754158461,Особенности массажного аппарата,"Подогрев, Работает в автомобиле, Встроенные динамики, Ручные программы, Таймер"
1754158461,Комплектация,"Миостимулятор для пресса, ног, тела, шеи, живота, рук, спины, поясницы (1 шт) с пультом управления (1шт) , гелевое основание (1 шт), USB-кабель (адаптер в комплект не входит!), инструкция на русском языке, ремни в подарок (2 шт)"
1650901135,Артикул,1650901135
1650901135,Тип,Миостимулятор
1650901135,Цвет,Черный
1650901135,Зоны массажа,"Голова, Руки, Тело, Шея, Ноги, Плечи"
1650901135,Особенности массажного аппарата,"Ручные программы, Таймер, Съемные части"
1650901135,Материал корпуса,"Металл, ABS пластик"
1650901135,Количество программ/режимов,36
1650901135,Вид питания,"От порта USB, Встроенный аккумулятор"
1650901135,"Напряжение, В",5
1650901135,"Фактический размер товара, см",5.3X9.5
1650901135,Упаковка,Картонная коробка
1650901135,Страна-изготовитель,Китай
1650901135,"Вид массажа
","Миостимулирующий, Рефлекторный, Акупрессурный, Вибрационный, Лечебный"
1650901135,Комплектация,1 * Электротерапевтический массажер (хозяин) 4 пар* электродных накладок 2 * 2 электродных провода 1 * USB-кабель 1 * Крепежная пластина вкладыша 1 * Руководство пользователя 1 * Карта акупунктурных точек 1 * Цветная коробка 1*инструкция на русском языке
1804765416,Артикул,1804765416
1804765416,Тип,Миостимулятор
1804765416,Цвет,Серебро матовый
1804765416,Зоны массажа,"Ноги, Плечи, Поясница, Руки, Тело, Шея"
1804765416,Особенности массажного аппарата,"Съемные части, Таймер, Пульт ДУ"
1804765416,"Максимальный рост пользователя, см",200
1804765416,Материал корпуса,ABS пластик
1804765416,Количество программ/режимов,36
1804765416,Вид питания,"От порта USB, Встроенный аккумулятор"
1804765416,"Мощность массажера, Вт",5
1804765416,"Напряжение, В",4
1804765416,"Фактический размер товара, см",7
1804765416,Упаковка,Картонная коробка
1804765416,Страна-изготовитель,Китай
1804765416,"Вид массажа
","Антицеллюлитный, Вибрационный, Импульсный, Лимфодренажный, Миостимулирующий, Оздоровительный"
1804765416,Комплектация,пульт управления - 1шт. провод для одного канала с двумя контактами - 1 шт. самоклеящиеся электроды - 5 пар разных размеров и форм провод для зарядки USB (без вилки блока питания) - 1шт. таблица точек воздействия на русском языке - 1шт. инструкция на русском языке - 1 шт.
1164398076,Артикул,1164398076
1164398076,Тип,Миостимулятор
1164398076,Бренд,TAYMLUX
1164398076,Цвет,Розовый
1164398076,Вид массажа,"Миостимулирующий, Антицеллюлитный, Оздоровительный"
1164398076,Зоны массажа,"Лицо, Голова"
1164398076,Особенности массажного аппарата,"Регулировка по размеру, Ручные программы"
1164398076,Материал корпуса,Силикон
1164398076,Количество программ/режимов,3
1164398076,Вид питания,Встроенный аккумулятор
1164398076,"Мощность массажера, Вт",2.5
1164398076,"Напряжение, В",5
1164398076,Упаковка,Картонная коробка
1164398076,Страна-изготовитель,Китай
1164398076,Гарантийный срок,3 года
1164398076,Комплектация,Силиконовая маска-массажер Контроллер USB шнур (1м) Инструкция по эксплуатации
1630856340,Артикул,1630856340
1630856340,Тип,Миостимулятор
1630856340,Цвет,"Черный, серебристый"
1630856340,Зоны массажа,Тело
1938396282,Артикул,1938396282
1938396282,Тип,Миостимулятор
1938396282,Цвет,Темный
1938396282,Вид массажа,"Вибрационный, Рефлекторный, Миостимулирующий"
1938396282,Зоны массажа,"Шея, Тело, Плечи, Ноги, Поясница, Ягодицы"
1938396282,Особенности массажного аппарата,Ручные программы
1938396282,Материал корпуса,ABS пластик
1938396282,Количество программ/режимов,6
1938396282,Вид питания,От порта USB
1938396282,"Мощность массажера, Вт",3.7
1938396282,"Напряжение, В",4
1938396282,"Фактический размер товара, см",15
1938396282,Упаковка,"Картонный бокс + DigiPak, Bag-in-Box"
1938396282,Страна-изготовитель,Китай
1938396282,Комплектация,"Проводник ""Бабочка"" с гелевыми патчами - 2 шт. Массажер миостимулятор - 1 шт. USB шнур - 1 шт."
1917747060,Артикул,1917747060
1917747060,Тип,Миостимулятор
1917747060,Цвет,9 режимов
1917747060,Вид массажа,Миостимулирующий
1917747060,Зоны массажа,Тело
1917747060,Особенности массажного аппарата,"Ручные программы, Таймер"
1917747060,Материал корпуса,ABS пластик
1917747060,Количество программ/режимов,9
1917747060,Вид питания,Встроенный аккумулятор
1917747060,"Фактический размер товара, см",150х70х20
1917747060,Комплектация,миостимулятор 1 шт; 8 электродов;
1917747060,Страна-изготовитель,Китай
1917747060,Гарантийный срок,180
1740721010,Артикул,1740721010
1740721010,Тип,Миостимулятор
1740721010,Цвет,XL (обхват талии до 110 см)
1740721010,Зоны массажа,"Поясница, Тело, Спина"
1740721010,"Максимальный рост пользователя, см",190
1740721010,Материал корпуса,"ABS пластик, Текстиль"
1740721010,Количество программ/режимов,19
1740721010,Вид питания,"Встроенный аккумулятор, От порта USB"
1740721010,"Мощность массажера, Вт",30
1740721010,"Напряжение, В",3.3
1740721010,"Фактический размер товара, см",26*16*5
1740721010,Упаковка,"Картонная коробка, Зип-пакет"
1740721010,Страна-изготовитель,Китай
1740721010,Гарантийный срок,14
1740721010,"Вид массажа
","Вибрационный, Миостимулирующий, Антицеллюлитный, Импульсный, Лимфодренажный, Разминание"
1740721010,Особенности массажного аппарата,"Регулировка по размеру, Работает в автомобиле, Съемные части, Таймер, Ручные программы"
1740721010,Комплектация,EMS - тренажер для пресса (пояс) - 1шт; Инструкция на английском языке; Индикатор - 1 шт; Зарядное устройство (USB - Charging кабель) - 1 шт; Картонная коробка; Зип пакет;
2122028870,Артикул,2122028870
2122028870,Тип,Миостимулятор
2122028870,Цвет,Желтый
2122028870,Вид массажа,"Импульсный, Миостимулирующий"
2122028870,Зоны массажа,"Ноги, Руки, Тело, Поясница, Плечи, Спина"
2122028870,Особенности массажного аппарата,"Ручные программы, Таймер"
2122028870,Материал корпуса,ABS пластик
2122028870,Количество программ/режимов,16
2122028870,Вид питания,"Встроенный аккумулятор, От порта USB"
2122028870,"Мощность массажера, Вт",0.075
2122028870,"Фактический размер товара, см",10х5
2122028870,Упаковка,"Картонная коробка, Воздушно-пузырчатая пленка"
2122028870,Страна-изготовитель,Китай
2122028870,Комплектация,Универсальный импульсный миостимулятор с током; Инструкция на русском языке; 8 электродов; провод USB; коробка;
1368441002,Артикул,1368441002
1368441002,Тип,Миостимулятор
1368441002,Зоны массажа,"Ноги, Руки, Тело"
1368441002,Страна-изготовитель,Китай
1937951811,Артикул,1937951811
1937951811,Тип,Миостимулятор
1937951811,Цвет,Голубой
1937951811,Зоны массажа,"Руки, Ягодицы, Тело, Ноги, Поясница"
1937951811,Особенности массажного аппарата,"Пульт ДУ, Регулировка по размеру"
1937951811,Количество программ/режимов,6
1937951811,Вид питания,"От сети 220В, От порта USB"
1937951811,"Мощность массажера, Вт",5
1937951811,"Напряжение, В",5
1937951811,"Фактический размер товара, см",←38→ * 7↨
1937951811,Комплектация,"Пульт управления, основной блок, USB-провод"
1937951811,"Вид массажа
","Вибрационный, Антицеллюлитный, Миостимулирующий, Импульсный, Разминание, Оздоровительный"
1653901033,Артикул,1653901033
1653901033,Тип,Миостимулятор
1653901033,Цвет,Серебристо-черный
1653901033,Зоны массажа,"Лицо, Ноги, Поясница, Спина, Тело, Ягодицы"
1653901033,Материал корпуса,ABS пластик
1653901033,Количество программ/режимов,8
1653901033,Вид питания,"От сети 220В, Сменная батарея"
1653901033,Упаковка,"Картонная коробка, Пластиковый пакет"
1653901033,Страна-изготовитель,Китай
1653901033,Гарантийный срок,2 год
1653901033,"Вид массажа
","Акупрессурный, Акупунктурный, Вибрационный, Миостимулирующий, Оздоровительный, Расслабляющий"
1653901033,Комплектация,"миостимулятор, сетевой адаптер, 2 пары электродов, 1 провод для подключения электродов, инструкция на русском языке, батарейка 9В, лоток для размещения электродов, гарантийный талон, гарантия - 1 год."
891898550,Артикул,891898550
891898550,Тип,Миостимулятор
891898550,Цвет,Белоснежный
891898550,Вид массажа,"Миостимулирующий, Расслабляющий, Импульсный"
891898550,Зоны массажа,"Тело, Шея, Ягодицы, Зона декольте, Ноги, Спина"
891898550,"Максимальный рост пользователя, см",220
891898550,Материал корпуса,ABS пластик
891898550,Количество программ/режимов,8
891898550,Вид питания,От порта USB
891898550,"Фактический размер товара, см","15,3 * 7 * 1,8"
891898550,Упаковка,Коробка
891898550,Страна-изготовитель,Китай
891898550,Гарантийный срок,6 месяцев
891898550,Комплектация,Миостимулятор - 1 шт.; 10 насадок для миостимулятора - 1 шт; батарейки типа ААА.
1083248756,Артикул,1083248756
1083248756,Тип,Миостимулятор
1083248756,Цвет,Белый
1083248756,Зоны массажа,"Ноги, Плечи, Поясница, Спина, Тело, Шея"
1083248756,Материал корпуса,ABS пластик
1083248756,Количество программ/режимов,4
1083248756,Вид питания,"От сети 220В, Сменная батарея"
1083248756,"Фактический размер товара, см","15x6,3x2,7 мм"
1083248756,Упаковка,"Картонная коробка, Пластиковый пакет"
1083248756,Страна-изготовитель,Китай
1083248756,Гарантийный срок,1 год
1083248756,"Вид массажа
","Акупрессурный, Акупунктурный, Вибрационный, Миостимулирующий, Оздоровительный, Расслабляющий"
1083248756,Комплектация,"миостимулятор, сетевой адаптер, 2 пары электродов, 1 провод для подключения электродов, инструкция на русском языке, батарейка 9В, лоток для размещения электродов, гарантийный талон, гарантия - 1 год."
1827067477,Артикул,1827067477
1827067477,Тип,Миостимулятор
1827067477,Цвет,Черный
1827067477,Зоны массажа,"Ноги, Поясница, Руки, Шея, Ягодицы, Тело"
1827067477,"Максимальный рост пользователя, см",220
1827067477,Материал корпуса,"ABS пластик, Силикон"
1827067477,Количество программ/режимов,6
1827067477,Вид питания,"Встроенный аккумулятор, От сети 220В"
1827067477,"Мощность массажера, Вт",5
1827067477,"Напряжение, В",120
1827067477,"Фактический размер товара, см",25х15х5
1827067477,Упаковка,"Подарочная упаковка, Коробка"
1827067477,Страна-изготовитель,Китай (Гонконг)
1827067477,Гарантийный срок,гарантия OZON
1827067477,"Вид массажа
","Антицеллюлитный, Миостимулирующий, Импульсный, Расслабляющий, Лимфодренажный, Классический"
1827067477,Особенности массажного аппарата,"Подогрев, Пульт ДУ, Ручные программы, Таймер, Работает в автомобиле, Съемные части, Регулировка по размеру, Русификация"
1827067477,Комплектация,пульт дистанционного управления - 1 шт гелевая накладка - 1 шт USB кабель для зарядки - 1 шт ремешки - 2 шт инструкция на русском языке - 1 шт
1068338838,Артикул,1068338838
1068338838,Тип,Миостимулятор
1068338838,Цвет,Черный
1068338838,Зоны массажа,"Плечи, Поясница, Руки, Спина, Тело, Шея"
1068338838,Особенности массажного аппарата,"Работает в автомобиле, Ручные программы"
1068338838,"Максимальный рост пользователя, см",230
1068338838,Материал корпуса,ABS пластик
1068338838,Количество программ/режимов,18
1068338838,Вид питания,От порта USB
1068338838,"Мощность массажера, Вт",5
1068338838,"Напряжение, В",3
1068338838,"Фактический размер товара, см",15х6
1068338838,Упаковка,Картонная коробка
1068338838,Страна-изготовитель,Китай
1068338838,Гарантийный срок,14 дней
1068338838,"Вид массажа
","Антицеллюлитный, Вибрационный, Импульсный, Комбинированный, Лимфодренажный, Миостимулирующий"
1068338838,Комплектация,1 х Массажер 1 х пластырь 1 х кабель для зарядки 1 х инструкция
1438957014,Артикул,1438957014
1438957014,Тип,Миостимулятор
1438957014,Цвет,Черный
1438957014,Вид массажа,"Импульсный, Миостимулирующий"
1438957014,Зоны массажа,Тело
1438957014,Материал корпуса,ABS пластик
1438957014,Количество программ/режимов,18
1438957014,Вид питания,Сменная батарея
1438957014,Упаковка,Картонная коробка
1438957014,Комплектация,3 функциональных датчиков; 3 коврика наклеиваемых ;
1438957014,Страна-изготовитель,Китай
904224384,Артикул,904224384
904224384,Тип,Миостимулятор
904224384,Цвет,Синий
904224384,Вид массажа,Миостимулирующий
904224384,Зоны массажа,"Плечи, Поясница, Руки, Тело, Шея, Ягодицы"
904224384,Особенности массажного аппарата,Работает в автомобиле
904224384,Материал корпуса,Пластик
904224384,Упаковка,Картонная коробка
904224384,Комплектация,1 х Массажер 1 х пластырь 1 х кабель для зарядки
904224384,Страна-изготовитель,Китай
904224384,Гарантийный срок,14 дней с сохранением товарного вида
1740752504,Артикул,1740752504
1740752504,Тип,Миостимулятор
1740752504,Цвет,Черный матовый
1740752504,Зоны массажа,"Поясница, Спина, Тело"
1740752504,Особенности массажного аппарата,"Таймер, Регулировка по размеру"
1740752504,Материал корпуса,"ABS пластик, Текстиль"
1740752504,Количество программ/режимов,8
1740752504,Вид питания,Встроенный аккумулятор
1740752504,"Фактический размер товара, см","110*16,5 см"
1740752504,Упаковка,Картонная коробка
1740752504,Страна-изготовитель,Китай
1740752504,Гарантийный срок,2 года
1740752504,"Вид массажа
","Вакуумный, Вибрационный, Миостимулирующий, Шиацу, Перкусионный, Разминание"
1740752504,Комплектация,Миостимулятор – 1 шт. Контроллер – 1 шт. Кабель micro usb – 1 шт. Пульверизатор – 1 шт. Удлинитель для пояса – 1 шт. Инструкция – 1 шт. Гарантийный талон – 1 шт
1738377495,Артикул,1738377495
1738377495,Тип,Миостимулятор
1738377495,Цвет,Белый
1738377495,Вид массажа,Миостимулирующий
1738377495,Зоны массажа,Тело
1738377495,Особенности массажного аппарата,Ручные программы
1738377495,Материал корпуса,Силикон
1738377495,Количество программ/режимов,3
1738377495,Вид питания,От порта USB
1738377495,"Мощность массажера, Вт",5
1738377495,"Напряжение, В",5
1738377495,Упаковка,Картонная коробка
1738377495,Страна-изготовитель,Китай
1738377495,Комплектация,1 * Упаковочная коробка 1 * Руководство пользователя 1*Хост 1 * Кабель для зарядки
1708522373,Артикул,1708522373
1708522373,Тип,Миостимулятор
1708522373,Бренд,Beurer
1708522373,Цвет,"Красный, серый, черный"
1708522373,Вид массажа,Миостимулирующий
1708522373,Зоны массажа,Тело
1708522373,Материал корпуса,Пластик
1708522373,Страна-изготовитель,Китай
1740740511,Артикул,1740740511
1740740511,Тип,Миостимулятор
1740740511,Цвет,Черный
1740740511,Зоны массажа,"Руки, Ноги, Тело, Поясница"
1740740511,Особенности массажного аппарата,"Таймер, Регулировка по размеру"
1740740511,Материал корпуса,"ABS пластик, Текстиль"
1740740511,Количество программ/режимов,8
1740740511,Вид питания,Встроенный аккумулятор
1740740511,"Напряжение, В",5
1740740511,"Фактический размер товара, см","110*16,5 см"
1740740511,Упаковка,Картонная коробка
1740740511,Страна-изготовитель,Китай
1740740511,Гарантийный срок,2 года
1740740511,"Вид массажа
","Вакуумный, Шиацу, Вибрационный, Миостимулирующий, Перкусионный, Разминание"
1740740511,Комплектация,Миостимулятор – 1 шт. Миостимулятор для рук/ ног – 2 шт. Контроллер – 3 шт. Кабель micro usb – 1 шт. Пульверизатор – 1 шт. Удлинитель для пояса – 1 шт. Инструкция – 1 шт. Гарантийный талон – 1 шт
1235275075,Артикул,1235275075
1235275075,Тип,Миостимулятор
1235275075,Цвет,Черный
1235275075,Зоны массажа,"Руки, Спина, Плечи, Шея, Ягодицы, Тело"
1235275075,Особенности массажного аппарата,Пульт ДУ
1235275075,Материал корпуса,ABS пластик
1235275075,Количество программ/режимов,6
1235275075,Вид питания,Сменная батарея
1235275075,Упаковка,Картонная коробка
1235275075,Страна-изготовитель,Китай
1235275075,"Вид массажа
","Антицеллюлитный, Вибрационный, Импульсный, Лимфодренажный, Миостимулирующий, Оздоровительный"
1235275075,Комплектация,Массажер - 3 шт + пульт управления 3 шт + инструкция + упаковка
1536972510,Артикул,1536972510
1536972510,Тип,Миостимулятор
1536972510,Цвет,Черный
1536972510,Вид массажа,Миостимулирующий
1536972510,Зоны массажа,"Плечи, Ноги, Спина, Руки, Тело, Шея"
1536972510,Особенности массажного аппарата,Таймер
1536972510,Материал корпуса,Пластик
1536972510,Количество программ/режимов,9
1536972510,Вид питания,Встроенный аккумулятор
1536972510,"Напряжение, В",3.7
1536972510,Комплектация,"Массажер, 4 электрода, 2 провода для электродов"
1536972510,Страна-изготовитель,Китай
1643790267,Артикул,1643790267
1643790267,Тип,Миостимулятор
1643790267,Цвет,Черно-серый
1643790267,Вид массажа,"Миостимулирующий, Импульсный, Вибрационный, Акупунктурный"
1643790267,Зоны массажа,"Спина, Руки, Ноги, Ягодицы, Плечи"
1643790267,Особенности массажного аппарата,"Ручные программы, Съемные части, Таймер"
1643790267,Материал корпуса,ABS пластик
1643790267,Количество программ/режимов,9
1643790267,Вид питания,"От сети 220В, Сменная батарея"
1643790267,"Фактический размер товара, см",15*10*5
1643790267,Упаковка,Картонная коробка
1643790267,Страна-изготовитель,Китай
1643790267,Комплектация,миостимулятор-1шт; электродные пластины-16шт; адаптер питания-1шт; кабель USB-1шт; электродный шнур-2шт
2190747083,Артикул,2190747083
2190747083,Тип,Миостимулятор
2190747083,Цвет,"Черный, синий, белый"
2190747083,Вид массажа,"Импульсный, Миостимулирующий, Расслабляющий"
2190747083,Зоны массажа,"Поясница, Спина, Тело"
838926635,Артикул,838926635
838926635,Тип,Миостимулятор
838926635,Цвет,Электромиостимулятор
838926635,Особенности массажного аппарата,"Работает в автомобиле, Ручные программы"
838926635,Материал корпуса,ABS пластик
838926635,Количество программ/режимов,4
838926635,Вид питания,"От порта USB, От сети 220В"
838926635,Упаковка,Картонная коробка
838926635,Страна-изготовитель,Китай
838926635,Гарантийный срок,30
838926635,"Вид массажа
","Антицеллюлитный, Импульсный, Лечебный, Миостимулирующий, Оздоровительный, Расслабляющий"
838926635,"Зоны массажа
","Голова, Зона декольте, Лицо, Ноги, Область вокруг глаз, Плечи"
838926635,Комплектация,Блок-монитор - 1шт. Тапочки-электроды со встроенными магнитами - 1 пара Электродные лапки Healthy-Pad - 4шт. Электродный провод на 4 лапки - 1шт. Электродный провод на 2 лапки - 1шт. Адаптер к массажеру - 1шт. USB шнур (для работы от сети или USB) - 1шт. Инструкция (на английском языке). Батарейки в комплект не входят!!!
1640358753,Артикул,1640358753
1640358753,Тип,Миостимулятор
1640358753,Цвет,Миостимулятор
1640358753,Зоны массажа,"Ягодицы, Поясница, Тело, Ноги"
1640358753,Особенности массажного аппарата,"Ручные программы, Пульт ДУ, Регулировка по размеру"
1640358753,Количество программ/режимов,10
1640358753,Вид питания,"От порта USB, Встроенный аккумулятор"
1640358753,Упаковка,Картонная коробка
1640358753,Страна-изготовитель,Китай (Гонконг)
1640358753,Гарантийный срок,6 мес.
1640358753,"Вид массажа
","Миостимулирующий, Импульсный, Антицеллюлитный, Вибрационный, Лимфодренажный, Расслабляющий"
1640358753,Комплектация,Набедренный бандаж 1шт;удлиняющий пояс 1шт;контроллер 1шт;пульт 1шт;USB зарядка; бутылка для воды 1шт; инструкция на русском языке по куар-коду на упаковке.
1899393257,Артикул,1899393257
1899393257,Тип,Миостимулятор
1899393257,Цвет,Черный
1899393257,Зоны массажа,"Тело, Поясница, Спина, Руки, Плечи, Шея"
1899393257,Особенности массажного аппарата,"Съемные части, Таймер, Ручные программы"
1899393257,"Максимальный рост пользователя, см",200
1899393257,Материал корпуса,ABS пластик
1899393257,Количество программ/режимов,30
1899393257,Вид питания,"Сменная батарея, От порта USB"
1899393257,"Мощность массажера, Вт",1.5
1899393257,"Напряжение, В",3.7
1899393257,"Фактический размер товара, см","13х6,5х2"
1899393257,Упаковка,Box Set
1899393257,Страна-изготовитель,Китай
1899393257,Гарантийный срок,14 дней
1899393257,"Вид массажа
","Миостимулирующий, Разминание, Комбинированный, Расслабляющий, Импульсный"
1899393257,Комплектация,Миостимулятор - 1 шт.; инструкция по применению; Кабель питания; Провод для насадок - 2 шт.; Электроды - 8 шт.
1597803087,Артикул,1597803087
1597803087,Тип,Миостимулятор
1597803087,Цвет,Голубой
1597803087,Зоны массажа,"Плечи, Поясница, Спина, Тело, Шея, Ноги"
1597803087,Особенности массажного аппарата,"Пульт ДУ, Ручные программы"
1597803087,"Максимальный рост пользователя, см",220
1597803087,Материал корпуса,"Пластик, Силикон"
1597803087,Количество программ/режимов,8
1597803087,Вид питания,"От порта USB, От сети 220В"
1597803087,"Мощность массажера, Вт",5
1597803087,"Напряжение, В",110
1597803087,"Фактический размер товара, см",13х16х2
1597803087,Упаковка,Картонная коробка
1597803087,Страна-изготовитель,Китай
1597803087,Гарантийный срок,6 мес
1597803087,"Вид массажа
","Импульсный, Лимфодренажный, Миостимулирующий, Антицеллюлитный, Вибрационный, Оздоровительный"
1597803087,Комплектация,"миостимулятор Meridian, 4 электрода, USB-кабель для питания, инструкция, картонная коробка"
1629074211,Артикул,1629074211
1629074211,Тип,Миостимулятор
1629074211,Цвет,Black
1629074211,Зоны массажа,"Зона декольте, Ноги, Плечи, Поясница, Тело, Шея"
1629074211,Количество программ/режимов,36
1629074211,Вид питания,"От сети 220В, От порта USB"
1629074211,"Мощность массажера, Вт",0.025
1629074211,"Фактический размер товара, см",12*6
1629074211,Упаковка,Box Set
1629074211,Гарантийный срок,1 месяц
1629074211,"Вид массажа
","Миостимулирующий, Лимфодренажный, Импульсный, Вибрационный, Акупунктурный"
1629074211,Комплектация,Миостимулятор-массажер-1шт;зарядный блок-1шт; провод USB-1шт; шнур для электродов-4шт; мягкие подушечки-электроды-8шт.
1710418980,Артикул,1710418980
1710418980,Тип,Миостимулятор
1710418980,Цвет,Массажер с пультом
1710418980,Вид массажа,"Импульсный, Миостимулирующий, Оздоровительный, Расслабляющий"
1710418980,Зоны массажа,"Шея, Тело, Спина, Руки, Ноги"
1710418980,Особенности массажного аппарата,Пульт ДУ
1710418980,Материал корпуса,Пластик
1710418980,Количество программ/режимов,9
1710418980,Вид питания,Встроенный аккумулятор
1710418980,"Напряжение, В",5
1710418980,Упаковка,Коробка
1710418980,Комплектация,Массажер*1/Пластырь*1/ Провод для зарядки*1/Пульт ДУ*1
1710418980,Страна-изготовитель,Китай
1710418980,Гарантийный срок,30 дней
2016685380,Артикул,2016685380
2016685380,Тип,Миостимулятор
2016685380,Цвет,Серебристый
2016685380,Вид массажа,"Акупрессурный, Импульсный, Миостимулирующий, Расслабляющий"
2016685380,Зоны массажа,"Тело, Ноги, Поясница, Спина, Шея, Ягодицы"
2016685380,Особенности массажного аппарата,"Ручные программы, Съемные части, Таймер"
2016685380,"Максимальный рост пользователя, см",250
2016685380,Материал корпуса,ABS пластик
2016685380,Количество программ/режимов,36
2016685380,Вид питания,"Встроенный аккумулятор, От сети 220В"
2016685380,"Мощность массажера, Вт",0.075
2016685380,"Напряжение, В",5
2016685380,"Фактический размер товара, см",12х6
2016685380,Упаковка,Картонная коробка
2016685380,Страна-изготовитель,Китай
2016685380,Гарантийный срок,OZON
2016685380,Комплектация,Импульсный массажер - 1 шт; Инструкция на русском языке - 1 шт; Электроды - 10 шт; Провод USB - 1 шт.; Шнур для электродов-2шт.
1630269016,Артикул,1630269016
1630269016,Тип,Миостимулятор
1630269016,Цвет,Черный
1630269016,Вид массажа,"Расслабляющий, Шиацу, Миостимулирующий"
1630269016,Зоны массажа,"Руки, Плечи, Ноги, Голова, Тело, Спина"
1630269016,Материал корпуса,Пластик
1630269016,Страна-изготовитель,Китай
2229892691,Артикул,2229892691
2229892691,Тип,Миостимулятор
2229892691,Бренд,Yamaguchi
2229892691,Цвет,Серый Красный Черный Белый
2229892691,Зоны массажа,"Шея, Поясница, Ноги, Тело"
2229892691,Особенности массажного аппарата,"Работает в автомобиле, Ручные программы, Таймер, Русификация"
2229892691,"Максимальный рост пользователя, см",230
2229892691,Материал корпуса,ABS пластик
2229892691,Количество программ/режимов,2
2229892691,Вид питания,Встроенный аккумулятор
2229892691,"Фактический размер товара, см","23×10,7×0,2"
2229892691,Упаковка,Картонная коробка
2229892691,Страна-изготовитель,Китай
2229892691,Гарантийный срок,1 год
2229892691,"Вид массажа
","Миостимулирующий, Расслабляющий, Антицеллюлитный, Импульсный, Лимфодренажный, Вибрационный"
2229892691,Комплектация,Комплектация: - миостимулятор для шеи и поясницы Yamaguchi Neck Trainer MIO ; - USB-кабель; - батарейка; - документация.
1916773075,Артикул,1916773075
1916773075,Тип,Миостимулятор
1916773075,Цвет,Белый
1916773075,Зоны массажа,"Ноги, Плечи, Руки, Поясница, Спина, Тело"
1916773075,Материал корпуса,ABS пластик
1916773075,Количество программ/режимов,16
1916773075,Вид питания,"Встроенный аккумулятор, От порта USB"
