,id,marketplace,name,price,rating,feedbacks,brand,power_type,zones,type,description
164,1065549899,ozon,"Миостимулятор тела / тренажер для пресса, живота и мышц / мини массажер бабочка Magic Passion",263,4.4,1650,Magic Passion,От порта USB,"Ноги, Руки, Поясница, Плечи, Шея, Тело","Антицеллюлитный, Вибрационный, Импульсный, Миостимулирующий, Оздоровительный, Рефлекторный","Миостимулятор для тела - это отличное решение, когда совсем нет времени на занятия в тренажерных залах. Массажер предназначен для укрепления мышц и массажа, особенно при дискомфорте шейного отдела и области спины . Во время его работы, вы не испытаете чувства неудобства и можете заниматься важными делами. Результат достигается за счёт электрических импульсов, под воздействием которых происходит сокращение мышц. С зарядкой от USB. Поможет снять напряжение практически с любой зоны, части тела. 8 рабочих режимов и с разным уровнем интенсивности 1-19. Воздействует на зону тела безопасным низкочастотным импульсом. Компактное устройство, доступное применение в любом месте. Можно использовать и во время рабочего дня. Характеристики:
В форме бабочки
Сделан из ABS прочного пластика
Низкочастотное воздействие
Кол-во рабочих режимов: 8
Кол-во уровней интенсивности: 19
Таймер: можно настроить, на 15 мин
17,5х7 см - такой небольшой и компактный
Дисплей ЖК, управление - кнопки
Комплектация

1 х Массажер 1 х пластырь 1 х кабель для зарядки

Способ применения:

1. Закрепите массажер на маленьком отверстии пластыря. 

2. Снимите прозрачную бумагу с патча. 

3. поместите массажер на участок тела, который необходимо массировать. 

4. включите массажер и выберите подходящий режим массажа и интенсивность массажа.

Прикрепите массажер в ту зону, которую хотите проработать.

Включите блок управления, нажимая на кнопку +

После включения массажера вы почувствуете как мышцы начинают попеременно сокращаться и расслабляться.

С помощью клавиши ""+"" вы можете увеличить интенсивность нагрузки, а с помощью кнопки ""-"" уменьшить.Кнопка ""М"" поможет поменять режим массажа.
В форме бабочки
Сделан из ABS прочного пластика
Низкочастотное воздействие
Кол-во рабочих режимов: 8
Кол-во уровней интенсивности: 19
Таймер: можно настроить, на 15 мин
17,5х7 см - такой небольшой и компактный
Дисплей ЖК, управление - кнопки
В форме бабочки
Сделан из ABS прочного пластика
Низкочастотное воздействие
Кол-во рабочих режимов: 8
Кол-во уровней интенсивности: 19
Таймер: можно настроить, на 15 мин
17,5х7 см - такой небольшой и компактный
Дисплей ЖК, управление - кнопки

Способ применения
1. Закрепите массажер на маленьком отверстии пластыря.

2. Снимите прозрачную бумагу с патча.

3. поместите массажер на участок тела, который необходимо массировать.

4. включите массажер и выберите подходящий режим массажа и интенсивность массажа.

Прикрепите массажер в ту зону, которую хотите проработать.

Включите блок управления, нажимая на кнопку +

После включения массажера вы почувствуете как мышцы начинают попеременно сокращаться и расслабляться.

С помощью клавиши ""+"" вы можете увеличить интенсивность нагрузки, а с помощью кнопки ""-"" уменьшить.Кнопка ""М"" поможет поменять режим массажа.
Способ применения
1. Закрепите массажер на маленьком отверстии пластыря.

2. Снимите прозрачную бумагу с патча.

3. поместите массажер на участок тела, который необходимо массировать.

4. включите массажер и выберите подходящий режим массажа и интенсивность массажа.

Прикрепите массажер в ту зону, которую хотите проработать.

Включите блок управления, нажимая на кнопку +

После включения массажера вы почувствуете как мышцы начинают попеременно сокращаться и расслабляться.

С помощью клавиши ""+"" вы можете увеличить интенсивность нагрузки, а с помощью кнопки ""-"" уменьшить.Кнопка ""М"" поможет поменять режим массажа."
165,1449262085,ozon,"Миостимулятор Beurer EM49, белый",6475,5.0,12,Beurer,Сменная батарея,Тело,Миостимулирующий,"Прибор EMS/TENS имеет 64 стандартные программы мышечной электростимуляции и чрескожной электронейростимуляции. В нем также есть шесть настраиваемых программ с регулируемым временем включения/выключения, частотой и шириной импульса.

Технология чрескожной электронейростимуляцим (TENS) для облегчения боли

Технология EMS (мышечная электростимуляция)

Расслабление и массаж

Индикатор позиционирования электрода

Четыре самоклеящихся гелевых электрода (45 х 45 мм)

Два отдельно настраиваемых канала

64 стандартные программы

Шесть настраиваемых программ с регулируемой частотой, шириной импульса и временем включения/выключения

Регулируемая интенсивность

Таймер обратного отсчета

Функция безопасного выключения

Функция «Доктор» для точного соблюдения индивидуальной программы воздействия

Медицинский прибор

Инверсионный ЖК-дисплей с синей подсветкой

Обозначение изделия Тренажер (TENS/EMS) для мышц

Батарейки Три батарейки AAA на 1,5 В

Таймер обратного отсчета да

Функция «Доктор» да

Электроды 4

EMS (номер программы) 35

Регулируемая интенсивность да

Каналы 2

Массаж (номер программы) 20

Медицинский прибор да

Самостоятельное программирование, EMS (мышечная электростимуляция) + TENS (чрескожная электронейрост Программируемая частота

Функция безопасного выключения да

TENS (номер программы) 15

Применение По всему телу

Размеры изделия 13,2 x 6,3 x 2,3 см"
166,1848573608,ozon,"Миостимулятор для пресса, тренажер для пресса",1249,4.7,409,Furellia,,,,
167,2011012217,ozon,Миостимулятор для тела /Массажер для тела/ Медицинский прибор EMS и TENS 24 режима,2579,5.0,8,Миостимуляторы,"Встроенный аккумулятор, От порта USB","Спина, Тело, Руки, Поясница, Плечи, Ноги","Импульсный, Миостимулирующий","Профессиональный миостимулятор для тела – эффективный тренажер для мышц, восстановления и коррекции фигуры без интенсивных нагрузок!

Преимущества:

Глубокая проработка мышц – EMS-технология (электронная миостимуляция) активирует даже труднодоступные мышечные группы. Режимы для любых целей – тонизирование, похудение, массаж, восстановление после тренировок или травм. Индивидуальные настройки – регулируемая интенсивность импульсов для комфортного и безопасного использования.  Компактность и мобильность – можно использовать дома, в спортзале или даже на работе. Универсальность – подходит для живота, спины, рук, ног, ягодиц и других зон.  Быстрый эффект – ускоряет кровообращение, улучшает тонус кожи и способствует сжиганию жира.

Комплектация:
Миостимулятор с дисплеем
Многоразовые электроды
Пульт управления / мобильное приложение (в зависимости от модели)
Гелевые прокладки (при необходимости)
Зарядное устройство
Инструкция на русском
Идеально подходит:
Для тех, кто хочет подтянуть тело без изнурительных тренировок.
Для спортсменов – ускорение восстановления и усиление эффективности тренировок.
Для реабилитации после травм (по согласованию с врачом).
Достигайте желаемых результатов с комфортом! 
Миостимулятор с дисплеем
Многоразовые электроды
Пульт управления / мобильное приложение (в зависимости от модели)
Гелевые прокладки (при необходимости)
Зарядное устройство
Инструкция на русском
Миостимулятор с дисплеем
Многоразовые электроды
Пульт управления / мобильное приложение (в зависимости от модели)
Гелевые прокладки (при необходимости)
Зарядное устройство
Инструкция на русском
Для тех, кто хочет подтянуть тело без изнурительных тренировок.
Для спортсменов – ускорение восстановления и усиление эффективности тренировок.
Для реабилитации после травм (по согласованию с врачом).
Для тех, кто хочет подтянуть тело без изнурительных тренировок.
Для спортсменов – ускорение восстановления и усиление эффективности тренировок.
Для реабилитации после травм (по согласованию с врачом)."
168,1255128278,ozon,"EMS мышечный стимулятор ,8 двойных режимов вывода Меридиан физиотерапия массажер приборы,миостимулятор для мышц",1901,4.4,52,Миостимуляторы,,Тело,Миостимулирующий,"Физиотерапевтический инструмент может расслабить мышцы. Когда у вас болят ноги после тренировки, вы можете попробовать его массаж. Вы также можете попробовать его, когда вы устали от работы и у вас травма спины."
169,1360190395,ozon,"Миостимулятор для пресса, массажный пояс для похудения L/XL",1035,4.6,1634,Миостимуляторы,Сменная батарея,"Тело, Спина","Миостимулирующий, Антицеллюлитный, Оздоровительный, Расслабляющий","Способ применения
Ежедневно по 10-12 минут.
Способ применения
Ежедневно по 10-12 минут."
170,1311256144,ozon,EMS мышечный стимулятор брюшного ремня - Электрический тренер по тренеру на талию вибрационный ремень фитнеса,2103,4.5,110,Миостимуляторы,Встроенный аккумулятор,"Ноги, Руки, Тело","Импульсный, Оздоровительный","Теплые советы
1. Перед использованием, пожалуйста, распылите небольшое количество воды на подушечку или увлажните кожу небольшим количеством воды.
2. Если ваша кожа чувствует легкое покалывание во время использования, это потому, что ваша кожа слишком сухая, что нормально. Пожалуйста, распылите небольшое количество воды на электродную площадку.
3. Чтобы обеспечить нормальную работу продукта, убедитесь, что электродная площадка находится близко к чистой коже, пока она не будет полностью связана перед использованием для активации нормальной работы устройства!
Примечание
Пояс премиум -класса！ Не нуждаются в замене гели！
Описание
1) Материал хорошего качества: он мягкий на ощупь, используя очень гибкий мягкий материал. Здоровый ремень EMS, изготовленный из проводящей ткани, который не обременяет кожу.
2) Сильная модель и простая в эксплуатации: мышечный пояс живота имеет 10 типов режимов и 39 векселей силы. Мышечный ремень брюшной массы EMS оснащен ЖК -экраном, который отображает режим и прочность. Интенсивность и режим могут быть выбраны, просто касаясь экрана. Вы можете четко наслаждаться тренировками.
3) Сенсорная панель и ЖК -экран: контроллер новой улучшенной модели оснащен ЖК -экраном. Режим и интенсивность отображаются на ЖК -экране. Когда вы носите его на своем теле и используете его, вы можете четко проверить рабочее состояние (тип режима, прочность на массаж).
4) USB -зарядка и отсутствие необходимости гелевой лист: экономично использовать неоднократно. Он использует USB -аккуратный тип и не требует замены аккумулятора. Он может быть заряжен с помощью ноутбука, мобильной батареи, зарядного устройства смартфона, блок питания в автомобиле и т. Д. С помощью простого соединения.
5) Тренировка по эффективности. Использование мышечного пояса брюшной полости в течение 20 минут эквивалентно бегущему 1500 м, тренировке брюшной мышцы 30 минут и плаванием 30 минут.
Технические характеристики
Название элемента: EMS мышечный стимулятор Длина ремня ремня: 115 см / Длина ремня руки: 39 см Использование для: похудеть, тонкая, тонкая талия, здорово
В коплект входит
Как показано на картинке параметров"
171,1817604735,ozon,"Миостимулятор для пресса, Электрический массажер для тела, для живота, для спины, Тренажер для пресса, Пояс для похудения",695,4.5,63,Миостимуляторы,"Встроенный аккумулятор, От порта USB","Тело, Поясница, Спина, Ягодицы","Вибрационный, Миостимулирующий, Расслабляющий, Антицеллюлитный, Импульсный, Лимфодренажный","Способ применения
1. Установите и зафиксируйте контролер выбора режима и интенсивности на передней части пояса, как это показано на рисунке. 
2. Распылите немного воды на силиконовую прокладку. Поддерживайте ее влажной на протяжении всей тренировки, для того чтобы пояс мог плотно прилегать к Вашему телу.
3. Закрепите пояс для похудения на Вашей талии.
4. Нажмите клавишу «+» для того чтобы включить массажер. С помощью клавиши «М» выберете 1 из 6 режимов работы. Затем снова нажмите на клавишу «+» для того чтобы отрегулировать интенсивность работы. Наш контролер имеет 9 уровней интенсивности. РЕКОМЕНДУЕТСЯ начинать тренировки с минимальной интенсивностью. В конце тренировки нажимайте клавишу «- » до тех пор, пока индикатор интенсивности не покажет значение «0». Затем снова нажмите клавишу «-» и массажер выключится.
5. После завершения тренировки протрите массажер влажным полотенцем и положите в чистое место. Ни в коем случае не мойте водой!
6. Рекомендовано использовать миостумулятор для пресса 2 раза в день с продолжительностью тренировки в 15 – 30 минут
7. Массажер автоматически выключится в течение 15 минут, если Вы не будете его использовать. Если же Вы хотите продолжить тренировку, то нажмите клавишу «+».
Способ применения
1. Установите и зафиксируйте контролер выбора режима и интенсивности на передней части пояса, как это показано на рисунке. 
2. Распылите немного воды на силиконовую прокладку. Поддерживайте ее влажной на протяжении всей тренировки, для того чтобы пояс мог плотно прилегать к Вашему телу.
3. Закрепите пояс для похудения на Вашей талии.
4. Нажмите клавишу «+» для того чтобы включить массажер. С помощью клавиши «М» выберете 1 из 6 режимов работы. Затем снова нажмите на клавишу «+» для того чтобы отрегулировать интенсивность работы. Наш контролер имеет 9 уровней интенсивности. РЕКОМЕНДУЕТСЯ начинать тренировки с минимальной интенсивностью. В конце тренировки нажимайте клавишу «- » до тех пор, пока индикатор интенсивности не покажет значение «0». Затем снова нажмите клавишу «-» и массажер выключится.
5. После завершения тренировки протрите массажер влажным полотенцем и положите в чистое место. Ни в коем случае не мойте водой!
6. Рекомендовано использовать миостумулятор для пресса 2 раза в день с продолжительностью тренировки в 15 – 30 минут
7. Массажер автоматически выключится в течение 15 минут, если Вы не будете его использовать. Если же Вы хотите продолжить тренировку, то нажмите клавишу «+»."
172,1722264743,ozon,"Миостимулятор тазового дна для женщин, Тренажер Кегеля для послеродовой реабилитации, 30 РЕЖИМОВ, тренажер интимных мышц влагалища, Kegel зонд для девушек после родов для профилактики.",1814,4.6,34,Bettyliss,,"Тело, Поясница, Ягодицы","Миостимулирующий, Расслабляющий, Лечебный","Миостимулятор тазового дна - это новейший тренажер Кегеля. Миостимулятор для женщин необходим для укрепления интимных мышц влагалища. Восстановиться в послеродовом или послеоперационном периоде с массажером kegel будет гораздо проще. Миостимулятор эффективнее в сравнении с вагинальными шариками. Подтянуть мышцы при опущении матки, укрепить их при недержании мочи, уменьшить кисты стенок влагалища. Также поможет тонизировать интимные мышцы тазового дна, для более комфортного ощущения в целом и раскрепощения в интимной сфере. С помощью зонда, вводимого во влагалище, миостимулятор подает электрические импульсы для сжатия и расслабления мышц. Вы можете с помощью хост-компьютера установить необходимый и комфортный режим стимуляции. (!!) Результат ощущается уже через пару недель регулярных тренировок мышц. Просто следуйте инструкции по применению, разобраться в которой не составит труда. (!!) Вялые мышцы тазового дна могут привести к депрессии, социальным и сексуальным барьерам. Не допускайте редкого нерегулярного секса и дефицита менопаузального гормона. А если мышцы все же ослабли, помочь им восстановиться поможет наш миостимулятор тазового дна или тренажер Кегеля. Будьте в тонусе, будьте здоровы!

Способ применения

1. Очистите зон с помощью чистой воды.2. Подсоедините зонд к проводу электрода.3. Убедитесь, что зонд включён и подключите зонд к устройству.4. Вставьте зонд в область лечения, пока фланец у основания"
173,577855085,ozon,"Инфракрасный массажер для суставов / Электрический наколенник с подогревом от боли в суставах, связках, мышцах / Вибромассажное устройство для физиотерапии коленей, локтей Joint Hot Massage Apparatus",1363,4.6,20,Миостимуляторы,От сети 220В,"Ноги, Плечи, Руки","Импульсный, Вибрационный","Испытываете боль в суставах? Не хватает гибкости? Неприятные ощущения при перемене погоды? Вам просто необходим высококачественный массажер для коленного и локтевого суставов! Прибор надёжно крепится к ноге / руке качественными липучками, которые даже при многократном применении, будут отлично застегиваться. Этот массажер для коленей поможет уменьшить боль в коленях при помощи тепловой энергии и частотной вибрации без побочных эффектов. Массажер хорошо прогревает колено, этот нагрев оказывается равномерным.

Влияет на спортивные повреждения, облегчает боль при различных травмах. Фиксирует сустав и тщательно массирует болезненное место, тем самым помогая ему быстрее восстанавливаться. Эффективно защищает колено при артрозе в любых условиях (холод, жара). Восстанавливает мышцы и связки после тренировок, полученных травм, операций. Улучшает циркуляцию крови, что способствует скорейшей реабилитации. Облегчение мышечной боли при растяжениях, вывихах. Полностью безопасный в использовании!

ХАРАКТЕРИСТИКИ:
Мощность: 12 Вт
Входное напряжение: 9 В/2 А
Напряжение: 110-240 В
Умный контроль температуры (температура от 45 до 60 градусов), без ожогов и повреждения кожи⠀
Мощность: 12 Вт
Входное напряжение: 9 В/2 А
Напряжение: 110-240 В
Умный контроль температуры (температура от 45 до 60 градусов), без ожогов и повреждения кожи⠀
Мощность: 12 Вт
Входное напряжение: 9 В/2 А
Напряжение: 110-240 В
Умный контроль температуры (температура от 45 до 60 градусов), без ожогов и повреждения кожи⠀"
174,1672001483,ozon,"Миостимулятор для интимных мышц тазового дна вагинальный электрический, тренажер кегеля для женщин",5165,4.8,218,R&A baby,От порта USB,"Зона декольте, Ягодицы, Поясница, Руки, Спина, Тело","Лечебный, Миостимулирующий, Вибрационный","Способ применения
1. Очистите зон с помощью чистой воды.

2. Подсоедините зонд к проводу электрода.

3. Убедитесь, что зонд включён и подключите зонд к устройству.

4. Вставьте зонд в область лечения, пока фланец у основания зонда не окажется снаружи (лягте или сядьте и поднимите колени вверх).

5. Нажмите кнопку включения на хост компьютере (пульт управления), чтобы включить устройство.

6. Нажмите ""MODE"", чтобы включить режим.7. Нажимайте ""+"" или ""-"", чтобы регулировать интенсивность.
Способ применения
1. Очистите зон с помощью чистой воды.

2. Подсоедините зонд к проводу электрода.

3. Убедитесь, что зонд включён и подключите зонд к устройству.

4. Вставьте зонд в область лечения, пока фланец у основания зонда не окажется снаружи (лягте или сядьте и поднимите колени вверх).

5. Нажмите кнопку включения на хост компьютере (пульт управления), чтобы включить устройство.

6. Нажмите ""MODE"", чтобы включить режим.7. Нажимайте ""+"" или ""-"", чтобы регулировать интенсивность."
175,286006499,ozon,Миостимулятор для пресса 6 Pack EMS,466,4.4,20,Миостимуляторы,,,Миостимулирующий,"Миостимулятор для мышц пресса Beauty body Mobile Gym позволит вам обрести идеально стройную фигуру без мучительных диет и многочасовых тренировок. Не у всех есть возможность питаться правильно или тратить время и силы на физические нагрузки. Похудеть, приобрести красивые мышцы вам будет легко - достаточно купить тренажер и начать им пользоваться!
Как использовать тренажер?
✖ Не рекомендуется использовать миостимулятор сразу после еды. Желательно через 30-40 минут.
✖ Не рекомендуется использовать тренажер после душа или на влажное тело.
✔ Выберите место, на котором будет крепиться тренажер.
✔ Приложите его к коже и убедитесь, что изделие прикрепилось.
✔ Установите нужную программу.
✔ Включите устройство, нажав на соответствующую кнопку.
✔ После этого можно заниматься делами или отдыхать.
✔ Когда цикл закончится, уберите аксессуар (он должен лежать на специальном листе пластика)."
176,2111889272,ozon,"Миостимулятор для пресса, пояс для похудения",946,4.6,1634,Миостимуляторы,"От порта USB, От сети 220В","Тело, Спина","Антицеллюлитный, Вибрационный, Миостимулирующий","На обхват талии от 65 до 115 см. Для правильной работы массажного пояса все электроды должны соприкасаться с кожей. Перед массажем обязательно сбрызгивайте электроды водой. Электрический пояс для похудения — ваш надежный помощник в достижении стройной фигуры без изнурительных тренировок! Этот универсальный миостимулятор для пресса подходит как для мужчин, так и для женщин, помогая укрепить мышцы и моделировать силуэт.

Основные особенности:

Электростимуляция EMS - активирует работу мышц, приводя их в тонус без физических нагрузок. Жиросжигающий эффект - встроенный нагрев помогает ускорить метаболизм и способствует похудению.

8 программ и 15 режимов работы - от легкой стимуляции до интенсивного воздействия для максимального результата.

Гипоаллергенные материалы - комфортное ношение без раздражений и дискомфорта.

Массажный эффект - улучшает кровообращение, снимает напряжение и боли в пояснице.

Удобство в использовании - подходит для тренировок, работы, отдыха и повседневных дел.

Этот фитнес-пояс для похудения станет отличным подарком на 8 марта, 14 февраля или Новый год! Добавьте его в список лучших покупок и наслаждайтесь эффективными тренировками без лишних усилий. Начните путь к стройности уже сейчас — с инновационным электрическим поясом для похудения живота!

Способ применения
Зарядите устройство, увлажните электроды, пристегните контролер на пояс, наденьте пояс на оголенный торс, выберете режим и интенсивность. В день рекомендуется делать массаж не дольше 40 минут, не чаще 2-3 раза в неделю.
Способ применения
Зарядите устройство, увлажните электроды, пристегните контролер на пояс, наденьте пояс на оголенный торс, выберете режим и интенсивность. В день рекомендуется делать массаж не дольше 40 минут, не чаще 2-3 раза в неделю."
177,478180707,ozon,Миостимулятор PowerDot Uno 2.0 by Therabody,14598,4.6,197,PowerDot,"Внешний источник питания, От сети 220В","Ноги, Плечи, Поясница, Руки, Спина, Ягодицы",Миостимулирующий,"Способ применения
Сочетание транскутанной электрической нейростимуляции (ТЭНС) и нейромышечной электростимуляции (НМЭС) 
Способ применения
Сочетание транскутанной электрической нейростимуляции (ТЭНС) и нейромышечной электростимуляции (НМЭС)"
178,1658891089,ozon,Миостимулятор для тела / пресса / похудения,384,4.7,352,Meteai,Встроенный аккумулятор,"Тело, Спина, Зона декольте, Ноги, Плечи, Поясница",Миостимулирующий,"Для того помочь Вам достичь лучшей формы,  наша команда разработала идеальное тренировочное устройство: оно позволяет вам сжигать жир и тренировать мышцы, не выходя из дома.

Необходимо лишь заниматься с нашим миостимулятором  два раза в день по 15 минут,  и вы увидите уже первые результаты тренировок не более чем через 3 месяца.

Массажер для пресса позволяет тренировать мышцы живота и формировать тело так, как вы этого хотите.

Все, что вам нужно сделать — это надеть пояс на Вашу талию, выбрать 1 из 6 запрограммированных режимов работы с интенсивностью от 1 до 9 для каждого режима и наслаждаться строением Вашего нового тела.

Наш миостимулятор - это Ваш проводник в мир стройного и подтянутого тела.

Способ применения
• Тщательно обезжирьте кожу того участка тела, на который собираетесь ставить тренажёр
• Прикрепите изделие и убедитесь, что оно плотно зафиксировано на коже
• Включите устройство и выберите уровень нагрузки. Вы должны не только чувствовать, но и видеть, как ваши мускулы интенсивно сокращаются под воздействием импульсов
• Рекомендованное время использования — около 23-25 минут
• Дальше вы можете заниматься своими делами - смотреть телевизор, готовить ужин, читать книги. В это время микростимуляторы будут воздействовать на мышцы и ""подтягивать"" их. 
• После окончания сеанса тренировки снимите пояс с поверхности тела и обработайте антисептическим раствором
Способ применения
• Тщательно обезжирьте кожу того участка тела, на который собираетесь ставить тренажёр
• Прикрепите изделие и убедитесь, что оно плотно зафиксировано на коже
• Включите устройство и выберите уровень нагрузки. Вы должны не только чувствовать, но и видеть, как ваши мускулы интенсивно сокращаются под воздействием импульсов
• Рекомендованное время использования — около 23-25 минут
• Дальше вы можете заниматься своими делами - смотреть телевизор, готовить ужин, читать книги. В это время микростимуляторы будут воздействовать на мышцы и ""подтягивать"" их. 
• После окончания сеанса тренировки снимите пояс с поверхности тела и обработайте антисептическим раствором"
179,2077502175,ozon,Акупунктурная электрическая ручка массажер миостимулятор для физиотерапевтического массажа акупунктурных точек,199,5.0,4,Миостимуляторы,Сменный аккумулятор (нет в комплекте),"Область вокруг глаз, Лицо, Ноги, Руки, Тело, Голова",Миостимулирующий,
180,2004282369,ozon,"Миостимулятор-массажер для мышц тела USB/ мини массажер для живота, пресса бабочка",231,4.3,30,Миостимуляторы,Сменная батарея,"Ноги, Плечи, Поясница, Руки, Спина, Тело",Миостимулирующий,"> Как пользоваться миостимулятором:
>
> 1. Подготовка: Протрите кожу в области массажа влажным полотенцем.
> 2. Подключение: Подсоедините миостимулятор к проводнику.
> 3. Прикрепление патчей: Снимите защитную пленку с патчей и плотно приклейте их к выбранному участку тела.
> 4. Выбор режима: Включите массажер кнопкой ""M"" и выберите подходящий режим.
> 5. Регулировка интенсивности: Начните с минимальной интенсивности и постепенно увеличивайте ее кнопкой ""+"", пока не почувствуете комфортное воздействие. Уменьшайте интенсивность кнопкой ""-"".
> 6. Автоматическое отключение: Миостимулятор автоматически выключится через 15 минут. Рекомендуется проводить сеансы по 15 минут 2 раза в день.
> 7. Зарядка: Если массажер не включается, зарядите его в течение 30 минут.
> 8. Замена патчей: Рекомендуется заменять патчи после 30 использований.
> Как пользоваться миостимулятором:
>
> 1. Подготовка: Протрите кожу в области массажа влажным полотенцем.
> 2. Подключение: Подсоедините миостимулятор к проводнику.
> 3. Прикрепление патчей: Снимите защитную пленку с патчей и плотно приклейте их к выбранному участку тела.
> 4. Выбор режима: Включите массажер кнопкой ""M"" и выберите подходящий режим.
> 5. Регулировка интенсивности: Начните с минимальной интенсивности и постепенно увеличивайте ее кнопкой ""+"", пока не почувствуете комфортное воздействие. Уменьшайте интенсивность кнопкой ""-"".
> 6. Автоматическое отключение: Миостимулятор автоматически выключится через 15 минут. Рекомендуется проводить сеансы по 15 минут 2 раза в день.
> 7. Зарядка: Если массажер не включается, зарядите его в течение 30 минут.
> 8. Замена патчей: Рекомендуется заменять патчи после 30 использований."
